1000 10000
730 947 -53
288 877 -50
31 431 -17
697 984 75
348 762 -15
62 694 -1
266 897 58
230 473 33
487 529 55
106 716 22
489 940 -23
652 923 48
316 351 57
160 377 3
315 408 60
544 694 84
533 541 39
646 762 96
372 701 -22
375 871 10
186 320 20
479 877 6
191 668 68
254 361 -57
749 794 -91
510 940 76
312 651 87
250 521 62
570 884 22
229 760 37
106 896 -34
544 711 52
292 345 -46
275 636 -13
925 954 -36
99 203 5
528 982 -23
161 756 41
429 618 -11
464 972 83
160 182 15
456 482 93
430 435 -27
529 733 60
260 636 54
348 796 -70
776 982 44
445 981 -62
130 162 51
845 963 0
229 275 -85
313 498 -15
485 970 91
14 670 -95
841 995 -43
173 906 46
36 850 2
356 695 -46
484 936 22
333 490 -23
167 812 -47
180 195 24
387 469 -68
726 767 -92
547 617 -62
209 902 -30
594 960 -95
343 479 36
514 537 35
204 982 -33
78 970 71
625 634 99
194 582 -66
503 686 15
211 814 87
625 905 -1
138 837 -67
254 392 -28
52 331 -50
37 602 84
184 251 -69
105 485 51
47 240 -13
215 216 -47
403 867 74
55 120 -5
459 508 -56
110 941 -24
191 894 -12
365 731 -16
604 830 -31
231 396 74
49 97 -42
448 455 -18
308 775 -7
484 716 8
221 377 -4
173 937 87
2 371 -9
584 953 -45
840 984 -16
287 635 2
110 410 -61
422 945 33
990 995 -31
71 162 -70
532 793 -14
468 512 -45
351 762 92
296 749 82
297 757 85
71 718 74
61 858 42
281 465 -40
55 348 -69
667 919 -17
210 780 57
841 857 36
22 137 66
393 445 -17
560 602 29
24 222 -6
629 828 -37
494 507 -14
68 73 -52
265 541 -89
908 915 -57
300 875 -14
644 786 -34
218 793 83
421 620 -91
558 927 88
593 630 69
134 511 97
418 956 -57
182 972 21
808 967 27
11 600 -80
772 783 -86
682 827 -54
420 676 -56
187 906 3
413 861 -72
346 384 61
153 489 37
618 852 73
60 742 -94
101 238 -84
776 993 60
216 899 -17
590 628 -4
218 287 -64
59 302 41
271 567 94
589 978 -85
41 223 -71
215 784 -29
47 352 -27
636 784 93
2 758 11
253 411 -20
171 215 96
156 534 62
586 756 -63
494 721 38
66 540 2
205 513 -13
117 934 98
395 500 -86
501 929 54
86 918 -57
411 497 -81
914 984 -29
431 982 -16
494 930 -52
215 952 -1
388 698 72
627 889 65
723 897 -35
418 571 -60
142 753 98
124 916 -69
197 475 30
778 884 -77
272 550 4
170 529 -88
25 244 -34
396 794 50
601 889 28
251 516 -80
263 725 27
147 305 27
206 484 32
5 173 -61
297 549 14
44 417 87
17 968 -43
276 570 48
776 890 46
432 475 -56
141 310 -26
288 314 62
329 584 -55
745 795 -10
762 854 44
481 945 76
914 950 -43
55 622 72
487 909 -32
167 488 -22
85 282 75
20 290 26
55 317 39
249 530 -94
162 790 89
14 411 -38
572 853 -14
59 690 -81
657 774 87
28 166 84
572 676 35
30 924 31
21 819 -4
35 996 -98
567 766 -56
455 538 68
108 546 42
180 625 -20
56 855 -97
85 229 -15
250 572 82
382 567 -73
130 499 -61
20 130 -83
590 879 41
58 463 9
59 870 -89
257 288 -8
44 829 -75
341 878 -78
462 822 -65
7 340 -24
386 821 -60
445 702 96
557 959 -23
199 952 80
412 947 53
752 932 24
590 746 -35
312 596 -85
198 698 58
807 899 -28
252 363 -42
176 450 93
748 939 -22
31 347 15
936 951 64
263 750 51
462 947 -56
85 268 53
48 336 -47
223 394 83
141 806 -3
153 819 98
121 863 -22
326 964 45
554 787 57
511 638 -39
387 559 -60
132 344 45
201 502 46
371 445 92
659 768 25
93 624 34
177 692 -36
203 376 -90
115 952 96
243 647 69
16 795 52
246 812 56
13 882 -94
29 857 87
325 720 47
690 700 85
335 641 11
577 633 -38
292 648 -87
544 889 -31
426 778 8
397 454 -66
721 866 98
536 908 89
701 870 38
333 678 20
321 408 -41
304 773 -60
169 550 -65
85 565 -78
29 302 -60
50 565 8
750 999 35
456 676 16
215 258 55
16 382 -49
185 368 -36
515 804 -37
498 544 65
547 774 96
532 772 32
339 549 46
158 703 -74
70 77 72
444 809 -54
92 323 2
720 941 -28
626 845 -85
509 918 67
266 466 -52
527 968 12
603 685 42
493 997 -95
51 440 36
765 770 -17
703 742 -82
350 620 -49
554 615 -58
432 923 -23
318 959 -83
132 315 69
58 182 -37
55 174 16
499 758 -69
200 319 -65
224 576 0
499 776 -40
93 177 -59
308 581 -16
54 638 -90
108 708 -29
206 299 45
463 969 71
24 38 98
151 239 -44
767 956 5
888 922 -61
705 975 38
412 469 -2
767 948 73
297 762 -78
672 829 86
383 420 68
474 690 -59
173 747 -4
843 877 5
508 663 8
334 807 68
499 631 18
328 405 -27
139 948 31
421 543 -55
68 560 90
402 448 -35
544 956 97
66 877 -33
564 752 -12
156 692 88
639 921 -72
580 815 28
139 519 77
318 465 -7
360 505 38
570 772 46
311 523 27
2 717 74
499 989 -1
78 682 36
214 552 -58
30 119 -93
232 975 -75
355 422 -81
84 109 -57
284 825 -27
134 829 -67
4 510 -29
569 940 81
410 775 -85
6 313 80
87 662 39
122 549 -6
34 184 -62
430 863 30
360 433 -36
418 651 -49
192 287 -44
77 952 11
551 738 -6
451 813 8
199 972 -1
532 753 35
243 624 -89
101 478 -83
95 177 17
25 997 -76
189 985 -79
308 381 -98
287 912 97
487 910 -98
678 703 85
370 804 35
754 816 -97
74 130 58
410 691 56
71 207 -29
493 727 -39
565 590 -4
293 942 49
37 663 -78
142 376 -90
801 901 -92
591 701 79
409 907 47
487 539 -53
129 210 -92
151 394 71
350 431 43
78 934 46
834 839 -39
71 539 -37
137 479 -47
53 675 -67
262 660 -26
54 498 29
200 925 -58
657 858 -57
650 847 -18
256 720 -33
81 744 -14
134 882 -20
500 894 -62
144 997 85
68 596 -75
34 253 -19
490 683 35
98 369 -51
449 819 58
52 832 -80
331 895 -94
39 432 26
28 402 34
406 435 -29
565 895 70
174 933 84
344 443 66
626 699 43
594 991 86
213 422 -40
175 614 -79
162 932 -68
91 726 -69
354 617 43
149 410 58
103 461 81
68 445 88
280 829 -18
356 450 -44
866 963 -64
635 956 98
340 442 35
203 294 -13
695 748 19
114 808 -61
132 989 88
933 986 81
203 447 83
433 634 33
427 669 -63
577 962 95
415 623 52
14 575 -79
497 820 57
239 805 -76
37 260 -16
245 302 -44
908 970 -2
484 998 91
245 765 -92
610 672 -52
510 843 39
748 916 -5
527 874 -56
175 901 92
160 795 -26
418 793 -51
14 644 46
667 851 85
25 360 -8
514 940 94
388 552 87
380 804 57
174 836 57
253 762 -25
757 824 45
83 674 -84
107 793 43
341 802 -10
533 720 11
121 555 -75
882 953 -28
74 777 13
156 698 86
30 842 -10
225 819 47
378 910 59
171 629 -67
343 643 -92
295 822 -14
895 928 -24
763 977 15
379 792 19
619 955 -24
184 528 93
561 706 -41
255 735 24
556 739 23
666 900 55
662 924 -10
302 830 18
449 943 39
479 886 35
446 877 -83
108 963 53
277 846 -71
227 529 3
150 666 -94
113 496 10
407 702 -22
587 810 -68
39 304 -36
390 412 -18
18 542 19
768 975 87
434 641 71
482 898 82
184 757 40
919 961 -5
264 294 -56
35 827 -31
368 403 1
377 389 -4
174 476 -3
310 638 -26
267 747 -65
227 824 72
469 929 16
448 756 -59
202 561 61
302 366 -94
194 450 -97
440 976 98
16 242 53
191 526 60
177 806 -14
774 976 -87
349 686 -54
67 701 13
63 502 -65
38 516 -77
383 883 49
110 908 84
599 639 25
13 724 -42
714 897 99
913 949 42
327 560 42
75 220 -93
795 955 81
256 466 74
416 553 -59
2 917 51
250 351 60
503 615 -46
62 389 55
649 961 -96
178 795 27
55 644 -95
507 607 -1
153 508 -4
503 617 -5
472 952 -56
693 712 -72
521 712 18
46 698 -6
100 554 3
5 60 -32
157 789 -26
332 405 26
183 636 12
246 485 -31
5 250 13
202 978 -55
88 206 7
686 876 -23
18 850 -7
32 620 -31
456 663 84
264 750 17
316 821 7
164 517 86
494 603 -86
510 531 62
322 359 51
294 883 -69
897 954 12
482 703 -69
429 797 -72
211 944 -85
56 524 28
385 543 -33
37 864 -35
205 920 57
510 522 27
3 397 -37
177 462 -14
24 552 -18
75 747 -64
150 641 52
388 538 -12
622 944 -24
304 495 -67
157 700 98
619 813 47
364 366 72
89 464 47
152 590 -59
891 972 35
593 912 -37
5 215 86
161 285 -92
449 841 24
549 558 52
552 637 76
436 703 -3
639 759 -25
415 902 40
419 427 -80
63 874 -13
66 890 -25
438 978 95
473 529 -2
58 260 -74
49 600 20
366 862 17
150 640 -66
375 832 64
591 721 62
410 568 -86
641 882 78
698 854 11
232 805 -47
93 817 -5
351 555 -79
194 293 -87
126 604 -60
691 766 29
544 841 -12
73 312 -22
128 880 0
387 604 85
90 917 88
111 328 45
454 606 -53
297 584 85
424 651 43
466 962 64
317 346 -86
24 56 -61
650 940 29
176 978 -18
73 133 0
656 739 -72
389 568 78
386 995 -42
311 381 82
404 544 61
194 444 -48
268 619 -4
305 340 -83
43 208 -76
55 775 84
401 627 41
8 624 -28
520 643 -9
86 259 86
526 891 -57
41 547 62
248 339 -23
208 746 33
187 776 8
751 990 7
118 632 -85
624 728 -75
866 985 -68
26 31 -5
721 781 98
885 989 -63
12 172 19
379 513 35
773 848 -63
391 397 78
376 999 -77
29 83 76
728 864 66
882 964 -29
54 801 87
175 179 -13
329 948 4
484 720 -60
39 482 -46
473 575 63
654 882 -90
620 764 -90
31 420 -85
499 557 28
828 985 -50
564 820 92
191 602 15
765 831 -61
64 652 -86
330 624 -46
712 785 44
283 673 23
10 26 -59
352 589 81
349 542 -15
531 729 -28
732 815 -72
144 472 -49
94 256 22
119 598 51
63 623 7
415 790 4
490 720 -65
394 800 66
91 209 85
914 987 -58
33 81 -10
114 630 29
176 337 66
126 624 49
215 695 -87
306 961 -25
263 396 23
134 250 29
240 518 -31
261 353 -54
597 973 -69
596 719 -41
286 381 84
162 686 -17
424 693 -93
827 924 5
289 515 94
549 649 99
621 921 -71
640 965 -58
345 995 73
508 991 -13
35 908 -7
365 831 -8
103 654 15
15 103 -50
622 936 -94
586 853 54
199 428 62
477 770 40
384 1000 16
716 925 -13
379 530 -22
896 973 -58
254 947 60
15 458 -65
794 828 -65
656 758 -18
87 109 -55
363 570 -92
451 467 76
535 792 80
140 341 72
138 708 -57
23 318 -67
133 486 -63
319 924 64
240 610 29
6 428 -87
620 892 7
281 960 -80
770 938 -71
312 639 59
423 476 -36
93 101 -35
62 117 25
465 474 -59
84 720 47
728 1000 -13
285 665 -7
267 923 71
41 808 -47
261 535 68
247 651 14
711 927 -40
588 646 -41
307 316 16
324 592 59
432 942 15
239 763 -18
298 339 24
39 585 23
317 616 93
203 687 57
427 993 1
750 861 1
292 417 -76
179 195 32
609 886 27
903 1000 68
518 614 29
300 587 -89
365 791 -27
3 29 -9
797 886 28
433 613 54
222 282 -38
536 608 -87
221 517 -24
66 456 64
208 392 37
147 773 -55
384 385 -95
403 997 85
36 624 41
231 381 75
250 452 -75
517 840 75
514 583 -85
12 141 27
523 525 -63
49 925 -41
25 935 -83
315 859 9
311 437 -19
628 848 -2
188 713 16
544 680 71
387 419 -27
221 788 6
155 890 69
101 532 -36
357 968 40
195 556 57
426 734 42
166 322 68
553 749 85
793 969 54
34 976 48
385 507 -47
93 189 21
735 931 -66
356 610 -81
202 775 -67
554 950 -69
576 698 -97
552 746 68
482 816 -35
356 657 -73
841 939 -10
144 450 70
91 345 -54
976 996 -68
366 552 -74
463 695 63
100 511 69
108 444 -7
218 636 -92
15 713 11
105 618 55
324 946 -43
41 271 -2
518 965 -97
617 668 -44
463 704 74
167 274 85
181 249 42
450 867 36
125 881 -59
151 314 -18
817 831 93
338 484 27
41 702 94
280 868 51
46 528 32
422 496 8
302 920 84
233 803 21
915 971 66
604 794 -50
495 497 9
128 313 60
359 446 52
14 867 72
609 933 22
296 764 84
211 851 39
642 644 9
139 472 50
611 784 72
56 378 46
172 391 -92
132 467 -43
763 828 -80
678 872 -37
300 513 -9
12 771 68
893 975 99
622 746 55
269 800 -38
267 582 -46
410 627 -4
842 850 -59
493 921 -64
285 985 -20
878 920 -91
17 999 62
151 253 -37
684 834 -48
663 853 33
46 793 -73
65 591 -52
25 575 10
655 944 -2
5 517 -49
769 987 22
423 670 96
230 275 -95
374 421 62
67 363 42
92 505 -40
43 159 98
911 1000 -69
945 986 80
367 829 90
238 410 -17
11 932 -75
118 998 -61
403 623 -27
797 878 47
670 878 -85
18 966 21
198 265 -28
46 854 92
369 977 -36
250 838 66
652 946 -92
176 592 -7
245 261 18
193 263 61
290 809 18
688 863 25
114 231 -41
363 461 -79
406 824 -66
674 768 36
308 918 57
219 500 91
762 860 -20
624 846 -62
311 904 26
364 858 91
34 558 -53
391 583 79
137 698 -31
375 707 -7
488 528 -64
27 726 20
931 999 12
156 857 66
65 821 -41
221 563 98
710 882 59
608 719 -85
151 246 -8
529 930 -58
123 928 56
223 279 -24
395 418 -41
192 639 67
73 79 18
505 797 -25
386 655 -16
75 315 -93
550 802 29
107 376 -73
524 567 78
758 999 12
32 429 12
690 888 19
76 336 27
763 773 35
418 574 42
68 524 -71
150 635 60
125 500 -77
508 842 -53
125 532 -87
68 812 51
740 840 88
157 783 14
203 786 -77
287 990 -31
115 561 14
220 403 68
8 344 -95
75 999 -84
725 738 31
508 746 76
355 531 -49
344 533 54
94 669 83
152 888 -32
80 511 89
78 874 3
235 598 -12
332 690 17
44 119 -29
652 985 -48
5 332 -43
428 835 -74
507 916 33
141 837 -50
423 516 46
205 417 66
349 535 37
685 886 -33
569 577 -32
4 760 99
675 733 97
900 922 57
156 415 -49
416 924 -69
116 908 47
145 982 88
773 910 15
215 532 -26
300 924 -73
176 983 15
138 365 60
133 482 23
389 571 47
888 904 98
66 660 78
557 633 49
475 833 51
784 861 58
343 582 -62
505 562 19
449 918 -72
3 336 51
401 560 98
227 402 -50
51 820 -79
691 912 69
385 624 39
360 946 -87
460 629 6
463 858 82
533 610 16
219 934 69
269 849 59
282 891 -88
529 666 -93
240 881 8
693 915 -83
466 772 -31
348 351 67
437 566 40
638 801 69
82 558 -93
388 438 -60
620 770 96
80 684 69
401 897 -39
100 460 -82
248 975 -2
272 775 64
181 510 -57
719 897 -94
191 488 -79
622 702 -29
102 870 16
351 681 69
124 326 64
747 929 11
669 790 -45
739 840 54
86 383 48
651 695 -93
45 715 58
423 839 -25
537 703 63
557 761 29
84 953 -72
522 973 89
268 403 -99
45 962 35
346 760 79
605 768 85
102 493 -64
195 862 95
569 630 -99
541 542 -10
710 809 99
755 787 78
132 910 -66
52 866 71
505 736 -58
454 930 31
32 374 -61
573 872 -60
612 934 53
332 398 -4
71 594 -30
122 202 -68
927 938 -96
228 732 29
192 611 -71
284 415 66
120 248 -86
291 804 -77
8 361 -54
210 375 -12
301 509 -16
88 199 -89
742 861 32
496 500 -55
242 619 39
533 617 -69
377 624 -78
751 891 82
751 752 -87
277 950 -88
121 489 49
405 620 -26
466 999 -63
82 886 -26
206 614 41
448 924 -18
675 906 40
182 629 17
568 749 -5
732 972 10
26 197 3
263 331 85
888 927 -91
203 710 -36
329 968 -4
222 957 22
528 789 -25
88 259 -33
465 638 35
320 473 -54
400 546 44
608 834 -29
34 162 -74
597 608 75
124 953 59
392 646 39
635 975 34
448 890 -63
108 435 3
293 333 -67
43 719 24
452 639 -24
404 637 -47
282 388 1
289 714 -20
84 178 10
214 543 5
899 973 -41
367 918 97
422 721 71
58 319 -21
58 975 5
178 263 83
261 347 3
761 912 42
85 336 29
127 253 -8
632 901 99
421 950 0
395 606 30
136 414 48
245 964 -32
315 580 99
660 793 -7
291 307 54
79 355 50
312 433 -82
283 847 94
449 487 80
166 694 -1
53 480 60
668 712 68
23 327 -45
248 729 29
64 681 -38
33 347 -35
169 833 37
334 540 -2
15 592 87
456 682 8
306 830 64
346 554 97
410 436 63
651 820 43
171 981 81
384 520 67
750 808 -70
263 479 -42
137 907 1
604 951 -26
442 738 -19
92 763 -12
96 794 -17
138 529 29
900 945 -59
202 731 -2
5 460 7
307 534 -27
548 975 52
662 865 -31
10 502 23
505 639 -66
227 757 -40
144 780 4
500 612 54
82 497 -1
507 981 -39
624 723 -50
125 826 -21
683 789 -44
367 837 76
332 981 -84
39 592 40
473 894 -9
400 501 -94
124 198 6
23 828 -61
58 968 94
247 771 31
103 216 60
453 607 -84
346 394 82
247 978 19
527 778 -69
683 957 -57
452 741 -9
441 575 -15
9 28 -74
480 559 96
279 305 -74
608 846 71
593 623 -86
276 344 54
795 817 -5
609 621 -49
649 824 86
35 734 8
283 666 -39
128 212 58
156 497 -32
840 887 49
55 855 6
476 808 31
631 919 6
305 316 53
45 598 42
353 608 30
201 563 45
450 696 24
83 550 -18
503 890 51
159 421 -39
45 474 -46
89 289 -51
383 993 -59
5 945 83
52 960 1
43 120 77
622 830 7
799 988 -70
517 843 -34
87 157 -26
438 821 -44
628 795 62
464 939 -46
425 935 -68
606 828 -1
124 626 56
640 991 97
377 429 -47
44 166 65
23 580 57
43 604 -93
262 380 -36
89 539 28
662 685 80
28 931 52
153 659 56
196 774 -35
293 353 -79
473 896 74
87 312 -63
202 245 -40
281 773 19
373 703 -67
525 876 36
24 649 -89
646 877 89
506 540 -57
102 498 7
271 879 -41
509 603 -37
384 926 50
192 949 87
13 538 25
368 414 40
873 998 45
100 584 89
479 960 -64
215 404 29
406 517 66
145 406 78
512 519 24
517 522 60
119 227 28
219 570 46
49 363 24
577 654 -7
171 474 55
235 970 -98
575 753 -67
97 980 -83
112 451 -35
34 534 49
774 897 -84
744 780 58
570 967 -28
201 328 -71
291 902 25
271 909 -23
373 859 40
290 745 -38
416 723 -64
819 976 95
724 942 77
403 649 -97
723 940 5
30 632 33
240 374 60
15 599 75
441 673 -75
416 823 -29
508 899 -1
508 999 -8
315 722 -59
696 993 -11
172 718 -70
122 246 65
38 194 -36
66 77 -18
65 227 82
541 743 93
605 735 -22
128 145 -36
742 754 93
382 947 -35
449 952 79
498 866 11
725 995 -18
89 612 -52
568 727 -26
223 515 94
41 269 -94
31 422 -28
461 831 52
364 958 77
396 710 98
360 503 -72
581 599 -73
268 466 17
213 308 99
181 595 -5
558 641 71
274 801 -31
197 282 80
753 784 33
703 807 17
75 635 52
199 905 -14
85 973 -20
393 530 -25
9 193 -37
642 918 -47
22 482 91
9 640 95
848 996 99
752 966 38
259 938 15
3 994 21
354 759 87
28 288 -71
264 769 76
424 624 -25
271 977 -12
294 503 13
761 882 50
24 875 62
135 950 22
237 347 -14
610 743 -68
166 294 3
368 622 -13
428 870 45
309 548 -96
759 924 61
61 337 -22
35 189 57
283 826 27
471 783 87
101 150 -5
504 880 52
403 449 73
188 560 34
10 524 19
198 977 -52
132 802 31
219 915 62
672 721 -86
139 224 90
516 939 51
38 703 68
47 89 -34
39 65 -28
60 523 -41
557 631 3
277 990 3
128 646 -76
514 780 15
385 818 93
280 473 -63
319 592 -58
4 301 80
184 857 -86
174 842 -83
460 840 -70
240 987 -67
371 713 -23
788 993 -34
731 894 54
194 835 18
357 370 -33
199 869 47
328 618 -41
661 956 26
303 374 71
90 307 27
200 882 -57
68 976 -45
31 333 -31
231 899 71
365 848 96
377 823 80
125 353 66
11 846 89
79 347 5
674 803 34
618 833 -39
848 863 -11
227 508 1
387 876 -24
166 721 57
512 615 -48
417 583 -42
200 782 -82
645 694 -93
295 554 77
235 329 -45
462 470 14
124 635 84
334 738 82
577 916 53
358 788 65
311 834 -28
106 958 73
692 719 -4
519 541 -86
371 643 24
56 59 85
987 991 90
656 779 49
319 978 49
435 675 -12
393 969 -82
21 488 11
188 392 -12
450 598 69
441 912 -78
680 920 33
657 883 64
129 909 -21
98 904 -37
101 925 17
288 982 -65
432 588 19
450 851 93
130 327 58
561 575 -80
704 854 -20
58 110 88
158 858 -52
839 870 32
204 809 44
638 654 -28
140 316 71
205 714 -43
58 817 -68
226 657 51
514 956 -31
826 917 25
120 171 -92
74 160 10
213 235 2
47 439 94
215 615 14
272 566 -74
522 707 -40
519 975 31
41 977 70
50 533 26
730 767 -90
128 937 52
67 904 -32
308 984 -62
366 856 2
726 887 84
707 863 16
240 696 76
767 777 10
56 615 -48
81 681 84
388 499 -20
706 723 -43
229 961 -95
865 935 85
560 962 31
81 742 42
708 891 45
282 971 -2
132 923 14
259 998 67
816 839 -32
218 680 -98
180 830 29
572 923 46
462 544 68
46 661 -96
117 271 -3
836 932 -32
54 531 -4
534 712 95
105 294 62
189 631 -52
754 899 -23
521 911 -92
637 896 92
84 225 -33
108 138 -20
268 671 -52
67 561 -95
698 800 -12
50 488 0
145 360 43
392 836 -66
61 500 10
683 989 -37
790 950 88
857 884 9
36 74 -7
562 660 -96
240 804 -68
428 887 21
387 984 -58
19 696 37
226 838 81
110 791 -50
10 217 80
329 669 49
670 921 69
557 743 -38
727 897 -20
758 944 -63
245 984 -77
388 480 40
489 873 -32
202 782 83
406 804 20
148 359 53
255 674 21
386 784 -30
860 982 -62
340 503 23
375 408 40
542 724 -48
481 869 -3
227 709 -5
528 734 -30
713 913 34
197 572 -66
51 642 42
50 483 -52
206 402 -86
622 990 -66
50 224 -80
711 751 -51
638 775 -60
579 835 -8
51 220 -61
367 533 -62
120 849 -28
147 190 -40
370 622 -73
377 684 -86
14 99 56
117 677 -84
98 520 20
784 816 -45
974 984 27
472 968 11
137 941 -13
513 800 -86
295 899 -25
162 763 26
612 748 -37
741 857 38
60 803 -20
834 939 28
115 986 29
55 761 -61
41 569 4
788 842 5
76 671 34
763 926 -11
132 728 26
207 318 -68
150 673 -89
403 557 -54
111 443 3
261 304 50
138 284 62
63 274 19
746 758 -6
628 952 80
777 970 -7
363 724 -56
112 825 -47
725 999 7
136 522 52
148 273 -90
370 497 82
115 476 -48
57 84 -84
394 771 -24
73 857 -74
423 582 39
456 993 -58
149 617 58
541 997 -10
655 660 24
68 661 47
406 925 -83
859 997 -94
135 792 -27
127 786 -48
59 286 31
599 795 -53
806 830 -45
491 646 61
197 570 9
55 705 -35
15 839 -96
152 998 -62
56 194 -69
176 988 -10
5 9 -16
430 654 -42
604 627 -91
179 308 30
28 193 65
25 928 83
474 553 -37
401 728 -5
409 974 78
404 673 87
277 831 61
9 645 -33
672 951 99
83 879 78
269 635 -63
121 669 -98
95 729 41
402 829 78
750 936 -22
522 701 -5
604 837 81
105 445 -55
454 918 0
42 535 60
222 739 64
30 281 1
31 876 -23
397 930 12
118 294 92
90 949 -97
754 898 69
230 291 74
320 891 46
172 400 14
238 275 -35
519 1000 73
645 666 60
258 966 44
507 814 -58
396 934 -11
458 824 -63
209 730 -51
239 968 4
386 896 -67
412 644 31
291 577 50
576 662 -38
102 472 49
701 832 -14
19 940 -39
165 897 62
551 730 3
288 493 -46
697 930 -92
431 711 6
56 884 -64
79 109 68
98 909 27
73 690 -88
771 844 -19
483 919 35
780 967 -67
227 562 -61
127 282 11
205 432 40
69 340 -98
110 839 -86
259 683 -94
529 882 -28
196 661 23
437 774 66
530 563 48
290 313 -24
124 710 -64
314 803 50
413 898 -64
779 793 35
311 340 12
31 747 20
669 912 -32
257 310 -76
293 732 89
95 240 44
137 609 99
401 587 -58
71 897 5
78 102 -8
98 141 36
465 749 -77
319 757 29
326 559 -62
862 935 -65
449 724 -78
336 795 43
52 413 -59
544 849 -21
665 751 76
58 70 24
39 383 -25
44 900 55
134 767 -96
440 470 7
420 844 -95
69 620 30
820 859 -4
268 681 -67
245 719 -70
26 288 -69
160 418 -18
210 479 -65
14 898 -90
82 822 -51
32 209 40
241 360 1
957 972 81
303 998 -1
73 321 40
406 799 85
419 476 -67
297 419 -52
246 979 79
633 957 -82
516 956 -60
170 214 12
5 534 22
411 560 -82
36 350 80
121 786 -63
31 695 -21
256 327 -51
112 123 -38
104 325 -33
108 409 45
681 968 -98
30 379 38
402 516 4
97 326 -84
488 934 8
348 599 -47
234 451 84
83 642 -27
126 763 63
354 856 97
302 755 -68
505 979 29
738 992 67
437 667 -16
53 900 -48
487 928 -1
405 817 44
170 742 82
108 160 84
249 604 92
622 961 75
366 776 13
55 267 -52
197 435 70
53 290 31
414 656 55
573 692 -66
295 959 -9
272 838 -89
555 613 87
822 940 77
488 548 -11
795 953 59
516 560 22
207 641 55
866 952 -21
263 703 -58
698 817 85
516 638 -45
63 809 -53
65 955 74
49 580 -96
652 690 -43
817 869 -14
770 979 -36
482 494 -87
290 841 22
897 905 -8
298 457 -26
22 460 -78
193 838 2
544 617 13
523 750 48
436 583 23
199 628 18
279 447 19
398 735 -81
60 419 26
604 829 74
725 741 -61
490 510 -13
297 890 47
88 819 6
97 879 29
276 711 -29
123 308 1
136 529 49
269 311 57
172 424 33
534 665 90
352 549 88
427 618 -82
64 329 0
371 402 -27
528 839 59
193 303 -76
78 219 -21
120 410 28
28 211 51
52 275 -9
389 806 -2
573 918 88
452 648 65
192 594 71
165 493 97
902 926 -80
849 888 -10
238 966 -83
472 538 -9
27 471 93
165 621 -82
333 657 71
304 610 90
530 788 11
379 675 23
640 907 -69
679 730 16
58 962 13
126 496 65
828 937 42
240 585 86
99 115 -6
773 830 59
89 581 39
611 808 69
583 769 96
78 214 78
150 773 94
358 581 20
31 879 -67
60 479 17
59 209 -69
16 39 88
385 621 80
111 951 6
1 884 -92
665 934 67
435 895 -18
265 388 -5
475 597 42
383 865 -99
768 832 86
193 943 20
66 546 -69
537 730 -93
264 323 -82
440 652 12
267 307 -62
14 690 -67
846 854 77
438 463 -72
326 567 20
803 830 -37
242 550 79
856 995 -90
8 310 -52
515 582 43
12 980 58
331 449 37
249 858 -24
12 414 62
695 963 -64
689 807 14
116 420 52
1 596 93
452 608 25
134 463 -85
10 673 16
424 779 92
458 825 -7
616 975 12
165 394 64
112 310 -25
113 851 -78
364 665 -32
725 849 24
717 979 37
497 526 19
284 471 76
641 800 9
335 951 -81
460 537 -12
175 345 89
193 966 50
34 988 78
698 837 -4
334 981 -22
132 973 -95
378 466 89
702 837 53
47 795 -62
13 112 13
461 842 -46
369 793 -58
55 500 -39
81 432 69
224 782 82
370 597 70
236 610 26
28 35 -53
495 700 -46
405 421 2
442 459 36
874 906 61
481 844 -34
793 957 83
545 662 66
272 696 43
890 971 -27
230 294 -62
24 251 -45
156 207 -3
91 403 -90
47 874 -47
366 887 65
9 637 -22
250 950 49
364 531 99
345 614 -50
706 904 8
651 796 -51
799 876 36
3 164 42
11 465 -57
459 766 -55
174 507 -49
652 851 7
358 368 -10
262 371 98
412 836 -7
702 838 25
519 836 59
646 967 31
134 473 57
137 217 80
544 937 -50
49 805 -51
884 911 -94
221 965 -72
84 408 -69
402 403 -23
534 535 -1
35 750 68
219 578 91
267 896 -49
158 797 26
199 369 7
283 778 -79
531 756 -10
165 289 38
199 307 75
419 525 8
666 811 97
607 924 -96
475 957 -1
633 734 92
55 388 31
219 470 -17
777 845 -91
263 701 -95
145 511 -3
69 752 -42
544 708 -50
176 443 7
439 497 94
64 909 -83
676 908 -88
485 728 2
258 629 -57
9 852 -42
593 747 60
269 387 88
59 484 -2
692 813 80
528 835 80
92 890 56
93 499 -19
444 733 12
1 301 -16
136 719 -77
505 732 -92
225 423 60
59 393 57
283 366 -52
216 825 -65
557 678 -40
257 330 18
48 976 3
748 780 99
412 972 55
313 805 -82
30 835 -64
659 730 -55
96 759 -26
146 704 -57
193 461 61
208 714 -77
477 733 -59
397 442 18
236 628 -21
629 965 56
76 384 15
773 881 -61
376 585 48
89 626 -21
233 710 97
26 268 -82
256 503 42
552 885 94
762 935 -90
253 534 38
628 987 60
582 964 -83
166 181 -29
364 801 -46
542 620 73
93 720 -14
258 481 92
431 510 -82
743 770 -55
539 676 -9
72 239 34
282 603 77
175 704 -28
423 595 92
485 852 -20
104 267 0
198 756 20
230 647 69
505 820 92
138 170 98
127 873 77
74 222 -2
58 523 89
190 978 11
184 298 4
413 874 12
657 730 -57
56 826 -29
