1000 5000
533 615 14
143 342 -35
26 895 74
305 817 88
268 393 -74
480 558 -55
139 186 72
20 856 20
587 741 40
729 876 -94
253 569 31
620 873 78
364 853 -95
52 684 -87
212 589 23
296 420 40
235 933 -92
161 187 -89
421 756 81
393 761 71
667 965 -28
70 716 -22
698 927 17
346 859 56
450 791 -93
183 988 -15
197 956 22
309 546 2
131 564 73
96 198 -43
145 613 73
31 471 20
667 832 -15
201 631 13
180 988 54
310 533 60
34 440 80
76 481 65
689 991 -18
21 240 75
744 906 74
288 726 -65
627 820 -92
129 505 -5
39 539 -9
466 727 47
167 717 68
196 758 -92
19 939 -71
306 437 20
257 313 -41
400 818 56
566 790 -29
644 778 -12
296 481 -1
94 676 -66
113 890 82
327 903 -53
568 847 -70
246 680 -43
597 873 -41
2 106 -52
586 754 0
119 199 -78
9 561 -32
464 838 -20
643 684 18
322 914 -19
13 138 10
118 463 -87
216 841 67
246 959 -76
159 861 4
50 977 -55
474 972 -17
738 739 62
425 750 66
507 887 21
347 589 -67
187 296 -75
332 508 -17
309 673 40
359 498 23
96 839 -62
263 830 63
336 986 2
822 926 37
469 665 55
773 997 -83
525 797 35
211 235 80
49 344 25
525 590 12
767 927 92
582 941 -63
247 419 -36
544 620 50
496 538 37
218 748 -58
913 937 -59
272 526 95
390 540 54
122 618 38
389 827 13
564 798 22
101 960 22
434 530 47
159 722 -30
782 878 1
56 418 0
26 591 57
417 571 -48
486 671 59
234 983 36
19 485 56
239 995 -89
91 469 47
448 499 75
385 391 -88
307 337 24
359 584 -28
170 865 7
701 917 31
155 321 -71
412 419 59
218 987 84
73 723 -66
491 761 -19
427 548 63
413 423 -86
118 339 59
631 791 67
401 680 -62
18 247 -77
344 671 -68
187 941 -52
488 768 11
191 750 -16
220 876 73
194 507 -10
25 873 76
271 455 -81
103 150 74
43 679 51
447 915 -33
665 850 16
77 243 -92
436 455 93
422 479 0
228 883 92
337 819 -64
69 849 -11
745 983 -34
504 946 -81
126 746 -8
580 854 39
92 276 -9
254 974 31
72 297 -91
4 717 -66
100 554 97
57 931 71
57 432 85
286 877 -45
555 968 14
161 647 54
295 347 -3
423 702 -60
110 328 97
41 321 -88
574 753 35
450 833 -49
364 740 61
17 362 30
715 987 65
727 761 67
188 766 22
438 711 27
284 464 -78
296 880 -52
596 915 -33
283 417 -12
278 755 -63
331 356 53
448 776 22
486 503 -26
358 966 -56
237 409 99
285 675 -40
53 753 -56
382 772 72
455 978 32
107 753 90
270 609 9
618 627 -90
242 379 -98
526 539 -13
291 722 88
114 846 60
91 745 4
748 852 32
17 495 -37
112 980 60
221 959 94
33 117 14
230 275 28
20 434 -14
181 300 -33
123 146 -42
102 103 50
414 697 71
656 799 52
446 893 67
34 879 -85
333 872 58
501 994 38
889 956 -20
244 585 29
43 734 -78
196 1000 -56
642 676 7
61 994 82
593 865 74
13 94 -56
130 901 -68
373 750 -27
59 836 -27
254 936 -30
939 963 -70
753 932 67
343 345 56
355 366 89
310 847 -43
224 412 -89
282 469 -32
216 404 33
154 604 -87
156 708 35
644 850 93
361 735 -62
397 607 29
819 830 -5
190 287 96
405 482 58
85 146 45
281 653 95
741 925 -57
220 475 -43
178 973 -29
143 435 -20
170 977 -73
651 932 90
429 636 78
74 269 -34
814 992 -28
24 564 -62
348 893 99
272 679 -21
147 441 35
78 678 -78
57 313 -39
131 874 76
218 658 -35
681 799 -72
43 972 -21
196 596 27
115 342 78
657 792 25
66 865 88
90 217 -42
281 960 -34
156 283 46
474 703 -65
96 940 -63
741 753 38
279 957 64
495 559 -4
41 143 -74
454 561 -94
68 742 -17
567 935 -66
31 630 -88
479 722 3
668 757 26
131 578 -23
626 950 -38
286 862 -18
27 189 -2
123 569 -50
198 392 -38
870 942 -99
727 961 -81
209 257 8
206 799 -64
84 135 98
102 323 6
670 857 1
248 941 89
142 882 -47
29 868 32
593 637 13
230 391 -59
310 364 -87
411 694 -35
489 551 51
429 493 -18
66 634 -56
446 941 80
885 894 -74
123 886 0
196 389 75
63 434 89
41 552 85
104 534 -93
202 522 -19
494 652 48
323 545 -4
105 209 3
732 845 -12
103 794 -13
99 495 76
555 670 46
224 918 -93
569 794 -46
451 469 -30
907 986 83
69 848 -81
950 995 -6
235 446 23
257 722 78
172 991 -47
346 966 22
148 505 -13
843 949 -57
539 796 24
684 885 41
717 918 80
439 459 -4
905 983 39
602 714 84
250 571 -3
198 961 -74
499 800 -89
483 983 64
97 700 77
556 634 17
257 538 88
625 971 -88
44 874 -4
4 331 14
130 505 87
4 487 67
101 345 74
593 978 96
85 201 -58
247 709 62
642 719 -3
50 418 -49
274 789 -94
793 914 -97
258 325 -51
148 917 -53
584 812 39
54 410 -76
580 773 46
248 349 -3
389 550 -34
384 463 76
28 708 58
112 527 92
84 276 -52
137 681 -87
260 486 33
138 734 81
668 687 53
52 430 -20
809 879 -34
179 343 43
262 548 53
228 741 -10
581 732 32
399 438 68
341 867 -60
220 647 60
804 825 30
184 703 86
197 925 -71
621 993 -13
246 704 -43
664 683 -55
5 816 26
287 814 36
442 667 26
614 850 28
162 600 79
572 793 30
326 390 29
985 990 23
602 801 16
705 888 -55
382 723 75
304 347 -49
29 255 -65
148 174 -1
474 831 -86
662 815 -7
264 376 -32
80 888 83
359 621 24
507 897 94
45 196 93
26 580 -83
491 594 -58
91 866 -10
330 894 -97
605 822 -21
300 801 86
49 982 -84
78 177 -13
10 349 -46
839 905 10
348 873 -99
97 767 -30
271 304 40
227 456 -26
208 211 -48
615 640 -42
389 963 54
117 645 56
209 990 72
55 657 -29
170 359 47
574 748 17
136 619 43
38 233 -27
426 435 99
551 557 13
765 786 -98
828 840 99
349 899 -63
33 473 55
151 651 -86
188 567 -81
1 481 -33
389 799 -42
441 936 25
621 977 -76
40 875 -68
73 524 -58
97 674 -9
443 663 -24
211 275 17
9 360 -67
93 152 71
421 748 44
140 213 93
89 652 37
299 749 -74
151 741 77
47 361 78
198 406 -65
89 291 -84
181 188 -57
352 393 -89
3 528 -46
273 826 -17
423 995 85
393 964 56
161 874 -57
314 794 -65
223 974 -79
69 926 -50
497 948 82
769 952 95
298 681 78
644 887 38
760 897 -10
42 528 24
102 104 33
284 525 7
42 781 -48
344 994 -43
122 376 -80
8 819 -26
67 189 -42
468 716 -23
857 923 -43
492 503 22
545 571 24
267 320 79
512 794 -12
331 891 -71
79 814 56
332 633 61
158 540 5
660 680 6
603 883 -92
203 625 61
136 226 47
468 771 66
585 775 -42
5 107 27
162 886 -80
388 565 -28
622 821 86
601 797 -70
319 826 49
89 316 -42
443 586 -45
125 942 -97
10 631 -26
18 355 -92
480 528 14
80 337 -55
6 655 1
445 673 -71
30 769 -14
265 894 -24
51 895 28
274 758 -53
68 753 7
757 864 -39
221 342 -57
138 682 -59
450 726 -88
913 990 49
130 315 46
401 403 -55
316 820 89
130 531 -38
548 823 46
229 706 -77
784 966 -24
674 878 8
156 507 15
323 907 -64
638 754 5
235 696 -69
244 617 67
197 674 -5
162 931 -81
590 956 -82
96 550 -20
85 872 84
190 790 -28
299 486 -84
905 915 55
101 462 -44
744 978 -52
567 587 61
136 182 67
152 618 -20
249 294 -34
472 547 -10
376 818 0
279 797 41
95 774 72
33 234 -4
425 767 79
100 576 -93
181 700 -50
652 913 -10
731 811 -5
648 959 82
94 455 74
40 832 97
229 256 -40
328 786 3
754 966 -77
388 667 -46
551 905 -8
491 904 -92
297 367 73
198 824 -92
52 385 87
171 391 10
88 144 56
155 475 -9
19 59 85
478 861 9
196 784 92
338 607 49
537 722 88
851 927 -83
540 938 -83
494 694 -40
378 864 65
207 376 -80
511 726 -47
49 63 77
219 586 31
69 815 -85
706 870 -74
715 967 2
345 921 0
534 648 4
611 804 -77
807 853 59
25 243 52
57 939 3
160 630 12
367 596 2
287 455 94
340 499 42
420 655 -73
134 227 -47
300 376 -47
203 590 -45
58 184 73
128 777 -22
583 969 48
791 820 23
197 563 -31
682 979 94
143 278 93
697 739 -19
149 294 -11
773 786 -38
687 755 80
204 830 98
400 730 83
708 978 -90
472 684 -7
228 774 0
764 873 -49
889 901 -51
684 927 31
330 887 98
411 734 18
64 209 -6
66 892 54
293 807 -90
570 841 -61
729 865 -28
548 761 62
442 613 -70
142 347 21
350 480 95
546 703 10
509 901 -6
93 220 -52
81 84 -27
193 942 -19
190 554 86
160 331 -60
309 640 -25
11 588 -25
432 488 0
553 651 52
932 986 19
539 873 -63
2 81 -29
43 514 -46
351 772 -40
711 766 -30
532 550 82
84 235 -89
519 761 -50
300 466 20
551 820 -45
593 993 -88
116 229 -54
346 885 -76
768 859 98
445 788 -23
548 926 -57
578 744 -81
128 480 98
472 787 -17
15 372 64
493 609 6
405 703 30
544 555 -61
519 832 -41
449 923 40
402 439 -51
69 225 -11
576 793 -2
69 261 -79
411 665 69
84 317 49
643 954 26
267 566 -81
385 706 91
3 453 -24
527 930 0
181 787 -72
94 943 -61
177 363 -57
6 184 -35
269 451 40
653 784 40
365 786 53
243 755 -16
287 889 -82
896 983 -38
611 948 44
132 933 41
201 482 92
285 618 -10
650 716 21
239 822 24
159 479 -87
407 878 -75
304 577 -41
